area,item,amount [t],absolute_losses [t],relative_losses,al/capita [kg]
Barbados,Cotton lint,556.8865277278269,-556.8865277278269,-1.0,-1.9858520318222812
Venezuela (Bolivarian Republic of),Beer,226292.1554545161,-57121.63326238439,-0.3376571315273813,-1.9952484705762497
Kenya,Rape and Mustardseed,102949.5009518796,-102949.5009518796,-1.0,-2.000565076421463
Guyana,Rape and Mustardseed,1591.9235273352667,-1591.9235273352667,-1.0,-2.010405519453713
Kuwait,Rape and Mustardseed,9042.24458730974,-9042.24458730974,-1.0,-2.0236155018159323
"China, mainland",Sesame seed,4221714.786323127,-2891187.7956801625,-1.0,-2.0303313327012167
Central African Republic,"Alcohol, Non-Food",10706.10542955463,-10706.10542955463,-1.0,-2.03073835932422
Algeria,Millet and products,92718.60530545205,-87713.11420548639,-1.0,-2.035532725335031
Senegal,"Oilcrops Oil, Other",33399.57054870664,-33399.57054870664,-1.0,-2.059735347042835
Cyprus,Sesame seed,4224.400008844265,-2563.8867703339165,-1.0,-2.0780778797595
"China, Macao SAR","Beverages, Alcoholic",4218.864793732416,-1403.7985750584216,-0.4986733760457207,-2.0951623387671416
United Kingdom,Millet and products,168172.62125095166,-142165.55914239102,-1.0,-2.1234214525109154
Paraguay,Sugar (Raw Equivalent),167949.0924962998,-14030.389096231112,-0.09115454318610672,-2.1345361097402757
Mauritius,Sesame seed,2779.5937498721505,-2779.5937498721505,-1.0,-2.143160737318152
Argentina,Sugar (Raw Equivalent),1907687.9599159176,-96549.93000606261,-0.053308984965032336,-2.1499283398874303
Dominica,"Alcohol, Non-Food",155.34371475165926,-155.34371475165926,-1.0,-2.164646825032875
Ukraine,Rape and Mustard Cake,282348.6833399476,-96104.90762850511,-0.5160167488088603,-2.1797096187284946
Libya,Rape and Mustardseed,14618.732249150436,-14618.732249150436,-1.0,-2.210930178933065
Kuwait,"Beverages, Alcoholic",11380.405695851006,-9923.076891869516,-1.0,-2.2207419883643054
Yemen,"Alcohol, Non-Food",72385.83622801641,-71396.39316291884,-1.0,-2.2362296704761286
Slovenia,Rape and Mustardseed,13938.837234751076,-4765.0070159453135,-0.5194130371169672,-2.2516255228324953
Guinea,Sesame seed,33615.47412120075,-29615.47412120075,-1.0,-2.2708491222770566
Belize,Oats,2890.4274937823134,-893.7084737917473,-0.44758850135857875,-2.2773936329186837
Brunei Darussalam,"Oilcrops, Other",1004.729779594874,-1004.729779594874,-1.0,-2.2840322069113945
Costa Rica,Peas,11695.936031571571,-11695.936031571571,-1.0,-2.2909135344980776
Albania,Rape and Mustardseed,6606.619701323365,-6606.619701323365,-1.0,-2.300250929213986
United Republic of Tanzania,"Alcohol, Non-Food",153078.39928623615,-140036.22110755547,-1.0,-2.304289795521104
French Polynesia,"Alcohol, Non-Food",700.5351619571715,-700.5351619571715,-1.0,-2.329355932849989
Timor-Leste,Beer,4019.9326299214104,-3008.2817457505225,-1.0,-2.332446145350604
Mozambique,"Beverages, Fermented",87912.53769067253,-72629.70427859962,-1.0,-2.364190312743634
Kuwait,"Sweeteners, Other",30571.356931067236,-10848.118780418852,-0.5500171268814817,-2.427762389927504
Papua New Guinea,"Alcohol, Non-Food",35652.25311519894,-23782.976897511253,-1.0,-2.46485910476405
Syrian Arab Republic,"Beverages, Fermented",50564.96030117512,-50564.96030117512,-1.0,-2.468263895627629
Saint Lucia,"Alcohol, Non-Food",441.7744358617354,-441.7744358617354,-1.0,-2.469089524271668
Mexico,Sesame seed,354161.7554942268,-312181.46311300405,-1.0,-2.4853142057412243
Oman,Sugar (Raw Equivalent),108224.5144766998,-11527.336151634023,-0.11921067761545956,-2.511875035221014
Mongolia,"Oilcrops Oil, Other",16228.952139387691,-8270.526793056519,-1.0,-2.5319517756841328
Côte d'Ivoire,Cotton lint,317235.9177702137,-67235.91777021409,-0.2689436710808568,-2.539353407914716
Lesotho,Sweet potatoes,5745.290574796719,-5745.290574796719,-1.0,-2.565315374859448
Croatia,Sesame seed,11385.198246979471,-10555.504206079122,-1.0,-2.5653536570472215
Tunisia,Rape and Mustardseed,35435.81802920872,-31435.81802920872,-1.0,-2.5966600254041254
Lebanon,Rape and Mustardseed,15671.23292577963,-15129.57568115872,-1.0,-2.6568649100238297
Malta,Rape and Mustard Cake,1356.4305876084327,-1356.4305876084327,-1.0,-2.661781586570576
Bosnia and Herzegovina,"Alcohol, Non-Food",9632.932106641792,-8924.694749377044,-1.0,-2.671285304637822
Liberia,"Beverages, Alcoholic",33547.71772328258,-13600.86439735928,-0.6818551365033274,-2.701698127337497
"China, Macao SAR","Oilcrops, Other",1810.3338215928584,-1810.3338215928584,-1.0,-2.7019141570505587
Mozambique,"Beverages, Alcoholic",95760.68622955916,-83278.08061761508,-1.0,-2.7108086617676244
Iceland,"Oilcrops Oil, Other",3216.6438876927396,-989.0008932163637,-0.4439674111465224,-2.7144998990403573
Bahrain,"Oilcrops Oil, Other",4093.5836864000057,-4093.5836864000057,-1.0,-2.7399553332490014
Eswatini,Barley and products,4277.627016152873,-3234.514988758635,-1.0,-2.754602612417954
Liberia,Beans,13876.479529079666,-13876.479529079666,-1.0,-2.756446771503041
Georgia,Rape and Mustardseed,10446.83089089822,-10446.83089089822,-1.0,-2.7716433218812195
Eswatini,"Pulses, Other and products",5297.0438423933265,-3297.0438423933265,-1.0,-2.807853917226322
United Arab Emirates,"Beverages, Fermented",27910.527817170765,-26207.700327264327,-1.0,-2.8340155313855377
Thailand,Sesame seed,236087.0327626958,-203213.90453027442,-1.0,-2.8465567512929084
Botswana,Rape and Mustardseed,7206.00085034207,-7206.00085034207,-1.0,-2.855511699767141
Bahamas,Cotton lint,1162.7022101401492,-1162.7022101401492,-1.0,-2.8653582618621196
Albania,Sesame seed,8255.469487665649,-8255.469487665649,-1.0,-2.8743369860227945
Jordan,"Alcohol, Non-Food",55724.35642816486,-31108.475926879175,-1.0,-2.8758671059547023
Trinidad and Tobago,Rape and Mustard Cake,4408.707393909001,-4408.707393909001,-1.0,-2.9121523177944395
Afghanistan,"Alcohol, Non-Food",113946.69664657052,-111921.2108414557,-1.0,-2.9202403588938584
Democratic Republic of the Congo,Beer,689001.976793416,-268181.7089325514,-0.6372832522914986,-2.936340556974327
Gabon,Sugar (Raw Equivalent),43237.62070720123,-6671.754017977903,-0.18245852271687557,-2.9416969693398367
Guatemala,Rape and Mustardseed,50842.49013704603,-50842.49013704603,-1.0,-2.950611260629633
Spain,Millet and products,153854.84921990696,-141108.65337115855,-1.0,-2.9813815870422893
Malawi,Sugar (Raw Equivalent),332191.99882498715,-59116.904242949095,-0.21648588763992538,-3.091745675902874
Brunei Darussalam,"Oilcrops Oil, Other",1362.6107645265,-1362.6107645265,-1.0,-3.0975959256603307
Bahrain,"Sweeteners, Other",4635.082825535124,-4635.082825535124,-1.0,-3.1023965505013105
Canada,Sesame seed,125172.63167034868,-117342.15564374787,-1.0,-3.107723784412042
Lithuania,Sesame seed,9764.120313303836,-9008.05876285595,-1.0,-3.1764373789117912
Cyprus,"Oilcrops Oil, Other",4814.418821643269,-3923.187019428294,-1.0,-3.179815995607228
Barbados,Rape and Mustardseed,896.273216454771,-896.273216454771,-1.0,-3.196101717932906
Belize,Peas,4265.358631558137,-1265.358631558137,-0.42178621051937903,-3.2244515693611966
Suriname,"Oilcrops, Other",2447.0722401828016,-1989.7223694116792,-1.0,-3.2953062154365718
Guyana,"Roots, Other",24616.63911561066,-2616.6391156106583,-0.11893814161866634,-3.304496497547059
Georgia,"Roots, Other",12463.887297608566,-12463.887297608566,-1.0,-3.306787518040001
Mauritania,"Oilcrops Oil, Other",17356.388074779534,-14761.594394496124,-1.0,-3.3239849361600644
Haiti,"Oilcrops Oil, Other",45851.64063877714,-37396.93803851055,-1.0,-3.3287561892795434
Iraq,"Alcohol, Non-Food",151184.17330740188,-142618.59693708894,-1.0,-3.3922118582277667
Morocco,Beer,209479.86605955535,-123924.13921466179,-1.0,-3.3962200230536714
Iceland,"Alcohol, Non-Food",3026.013020301619,-1248.5711782402386,-0.7024540261706755,-3.4269396120114144
Botswana,Rape and Mustard Oil,12632.392237387863,-8694.119372655394,-1.0,-3.4452063083799285
Djibouti,"Beverages, Fermented",3746.772245332103,-3746.772245332103,-1.0,-3.461720345224904
Burkina Faso,Sugar (Raw Equivalent),177653.90923077168,-74473.93942865758,-0.7217867922571504,-3.5076448166283427
Ecuador,"Alcohol, Non-Food",139968.02744285215,-62039.252926317364,-0.796101995844346,-3.5477025590896227
Brunei Darussalam,Beer,1581.5207858340225,-1581.5207858340225,-1.0,-3.5952397192817855
French Polynesia,"Roots, Other",7082.150927396123,-1082.1509273961228,-0.18035848789935383,-3.598270036762816
Brunei Darussalam,"Sweeteners, Other",1590.272045889328,-1590.272045889328,-1.0,-3.615133784555171
Azerbaijan,"Oilcrops Oil, Other",164889.5754536551,-37397.37160845623,-0.29333065458546903,-3.6401683636289532
Slovenia,"Beverages, Fermented",11174.531934451632,-7777.386709111502,-1.0,-3.6750758931882883
Uruguay,Sesame seed,12631.244170017178,-12631.244170017178,-1.0,-3.684435731602659
Malta,"Pulses, Other and products",2526.0087837717674,-1904.0087837717674,-1.0,-3.7363176321819633
New Zealand,Sesame seed,19812.67318534322,-18984.816437412075,-1.0,-3.7769484820861443
Samoa,Soyabean Cake,805.1787940677399,-805.1787940677399,-1.0,-3.7791353290297045
Sao Tome and Principe,Millet and products,832.7894873368191,-832.7894873368191,-1.0,-3.851548350014425
Guatemala,"Pulses, Other and products",119503.49490989954,-66503.49490989954,-1.0,-3.859487614069405
Saint Lucia,Soyabeans,693.6063636405638,-693.6063636405638,-1.0,-3.8765851244707963
Armenia,"Alcohol, Non-Food",17890.406826164868,-10947.815620543635,-1.0,-3.892562201170645
Cambodia,"Alcohol, Non-Food",83828.53759091423,-63699.08008378601,-1.0,-3.908811095770692
Ecuador,"Vegetables, Other",568725.3240719663,-68931.80312866712,-0.13792056167228162,-3.9418516959364487
Costa Rica,Rape and Mustard Oil,20691.47793033616,-20199.239667663714,-1.0,-3.9564778241184833
Guinea-Bissau,"Alcohol, Non-Food",8978.484054332948,-7969.6126288275,-1.0,-3.99819426791988
Antigua and Barbuda,"Roots, Other",413.7460965168138,-373.7460965168138,-1.0,-4.045878265334594
"China, Macao SAR",Maize and products,2716.814021514384,-2716.814021514384,-1.0,-4.054831313014085
Costa Rica,Oats,27934.617406158548,-20941.56978996042,-1.0,-4.101879963771484
Côte d'Ivoire,Sugar (Raw Equivalent),386970.82291465707,-108622.29762769572,-0.3902384520116009,-4.102426363823805
Trinidad and Tobago,"Pulses, Other and products",11211.29364756306,-6389.143471183931,-1.0,-4.2203206758596545
Samoa,Soyabeans,906.8243024127509,-906.8243024127509,-1.0,-4.256212140359013
Kiribati,Sunflowerseed Oil,546.2844041268667,-546.2844041268667,-1.0,-4.361343202136957
Rwanda,"Alcohol, Non-Food",59689.49889247434,-56652.78611103831,-1.0,-4.362157714393998
Jamaica,"Oilcrops Oil, Other",34595.62273973756,-12382.39317616772,-0.5574332692475794,-4.399542357012385
