area,item,amount [t],absolute_losses [t],relative_losses,al/capita [kg]
Denmark,Wheat and products,271001.67055297794,3863333.015785967,0.9344509598005099,664.8564126500731
Nigeria,Grazing,0.0,135688617.0,1.0,659.3848997277902
United Arab Emirates,Grazing,0.0,6033193.0,1.0,652.4098815361907
Viet Nam,Grazing,0.0,62711845.0,1.0,651.8659203951786
Panama,Sugar cane,113248.1859596429,2665751.8140403503,0.9592485836777103,624.9504609240306
Madagascar,Grazing,0.0,17253978.0,1.0,618.8850721351394
Timor-Leste,Grazing,0.0,790047.0,1.0,612.5563479547262
Estonia,Fodder crops,9.259749758795553e-14,813129.9768429465,1.0,611.7963599367886
Republic of Moldova,Grazing,0.0,1854006.0,1.0,599.0279881513035
Syrian Arab Republic,Grazing,0.0,12268747.0,1.0,598.883200625909
Malaysia,Palm Oil,2.569278673382729e-09,19404978.685394086,0.9999999999999999,587.9648384639925
Saint Vincent and the Grenadines,Bananas,2.1270230023163e-09,60999.999999997875,0.9999999999999651,582.5502330200729
Ukraine,Wheat and products,834262.734868338,25625931.940357406,0.9684710280816851,581.2095523279121
Russian Federation,Wheat and products,1991576.206592447,84141345.12145922,0.9768778746165221,577.2529167800399
Bahrain,Grazing,0.0,861708.0,1.0,576.766376646299
Turkey,Fodder crops,7.921938135234357e-13,48266576.92378154,1.0,575.8931970805065
Croatia,Maize and products,93832.65156521845,2351593.8747859136,0.9616293310986416,571.5188804621532
Tunisia,Grazing,0.0,6864604.0,1.0,567.0297105189708
Morocco,Grazing,0.0,20619086.0,1.0,565.079194207391
Belarus,Potatoes and products,48282.278149363694,5356630.318415719,0.991066964120743,554.4566734625905
Slovakia,Grazing,0.0,3014963.0,1.0,552.4387124483651
Latvia,Fodder crops,1.8246977315388214e-14,1052795.0552608874,1.0,551.9980952939883
Burundi,Grazing,0.0,6476757.0,1.0,537.3164379951148
Lao People's Democratic Republic,Rice and products,13565.190562196643,3863679.530237307,0.9965013323792986,531.7731978443379
Saint Vincent and the Grenadines,Grazing,0.0,55631.0,1.0,531.276262510505
Algeria,Grazing,0.0,22232517.0,1.0,515.9435545071177
Costa Rica,Pineapples and products,1.5021874355842868e-10,2624002.999998298,0.9999999999999999,513.9703202063357
Romania,Maize and products,304548.0917400817,10010550.285848808,0.9704755029383182,513.6320660085495
Paraguay,Cassava and products,8.895241551496781e-11,3329767.4524911935,1.0,506.57959773115505
